Order Date,Sales,Profit,Region,Category,Sub-Category,Customer Name
2025-10-30,23.43,7.24,West,Office Supplies,Appliances,Zusha Benson
2024-03-09,175.92,5.2,West,Furniture,Chairs,Bobby Osgood
2023-05-05,52.03,18.86,South,Technology,Copiers,Paul Prost
2024-04-29,2409.3,-327.12,East,Furniture,Tables,Claire Gute
2024-10-13,172.72,58.94,West,Technology,Accessories,Joel Eaton
2025-03-10,1188.48,371.64,West,Technology,Phones,Bobby Osgood
2025-05-22,326.61,21.31,South,Furniture,Furnishings,Emily Burns
2023-05-09,101.08,19.27,South,Office Supplies,Envelopes,Alejandro Grove
2024-03-13,246.29,-8.0,Central,Furniture,Bookcases,Gary Hansen
2025-01-20,36.71,-1.43,West,Furniture,Furnishings,Claire Gute
2024-05-15,98.0,19.61,Central,Office Supplies,Art,Ryan Crowe
2025-12-17,355.0,34.85,South,Office Supplies,Art,Brosina Hoffman
2023-07-30,12.83,2.81,South,Technology,Accessories,Lena Creighton
2025-06-20,303.78,-6.2,East,Furniture,Furnishings,Pete Kaisen
2023-02-14,67.54,20.63,West,Technology,Accessories,Albert Patina
2024-06-18,349.66,43.13,Central,Technology,Accessories,Emily Burns
2024-04-05,429.23,128.3,South,Office Supplies,Binders,Gary Hansen
2024-01-26,171.69,50.96,South,Technology,Accessories,Ryan Crowe
2025-12-03,168.79,19.97,Central,Furniture,Furnishings,Claire Gute
2023-01-27,95.43,24.9,East,Office Supplies,Storage,Georgia Nippi
2025-03-04,275.76,55.71,South,Technology,Accessories,Tracy Blumstein
2025-09-01,494.0,94.41,West,Office Supplies,Envelopes,Joel Eaton
2024-07-01,751.56,326.69,South,Technology,Phones,Joel Eaton
2024-09-12,150.9,42.25,West,Office Supplies,Fasteners,Sandra Flanagan
2024-07-20,783.08,67.58,Central,Furniture,Tables,Sandra Flanagan
2024-12-04,289.04,79.16,West,Office Supplies,Paper,Nick Crecia
2023-07-04,121.87,12.51,Central,Office Supplies,Paper,Paul Prost
2025-12-28,1249.68,153.2,West,Technology,Machines,Ryan Crowe
2025-04-27,111.66,24.93,Central,Office Supplies,Binders,Claire Gute
2024-08-21,14.67,2.31,West,Office Supplies,Envelopes,Lena Creighton
2025-03-16,77.66,10.3,East,Office Supplies,Supplies,Sandra Flanagan
2023-03-20,93.17,27.22,West,Office Supplies,Appliances,Eric Hoffmann
2024-08-01,27.91,4.47,West,Office Supplies,Storage,Paul Prost
2024-02-17,79.73,16.82,East,Technology,Machines,Yoseph Carroll
2024-06-29,625.15,248.49,South,Technology,Machines,Lena Creighton
2023-06-18,18.35,5.58,South,Office Supplies,Fasteners,Ken Black
2024-11-11,405.27,-76.85,West,Furniture,Tables,Lena Creighton
2024-08-05,209.74,62.87,East,Office Supplies,Supplies,Linda Cazzolari
2024-05-29,505.45,154.28,West,Office Supplies,Art,Claire Gute
2023-02-01,420.79,8.24,Central,Furniture,Chairs,Maria Etezadi
2023-10-14,741.46,91.4,Central,Technology,Accessories,Toby Swindell
2024-08-16,184.77,9.33,West,Office Supplies,Storage,John Lee
2025-12-02,173.08,78.69,South,Technology,Copiers,John Lee
2024-09-08,172.24,26.39,South,Office Supplies,Labels,Sandra Flanagan
2025-10-21,186.68,46.46,West,Furniture,Furnishings,Zusha Benson
2023-09-27,74.72,21.05,West,Office Supplies,Envelopes,Arthur Prichep
2024-06-01,7.68,2.81,Central,Technology,Accessories,Harold Ryan
2025-10-30,187.2,63.01,South,Office Supplies,Envelopes,Alejandro Grove
2024-08-05,52.58,2.6,West,Furniture,Tables,Stewart Rivera
2023-08-14,154.62,22.49,Central,Office Supplies,Storage,Harold Ryan
2024-10-31,125.02,19.77,South,Technology,Phones,Irene Maddox
2025-07-05,130.07,35.61,East,Office Supplies,Binders,Georgia Nippi
2023-05-06,110.15,18.01,Central,Office Supplies,Paper,Yoseph Carroll
2025-08-13,42.49,18.89,South,Technology,Copiers,Alejandro Grove
2023-03-15,261.39,124.44,South,Technology,Copiers,Sandra Flanagan
2023-02-25,328.82,137.37,Central,Technology,Phones,Emily Burns
2024-12-20,288.18,50.64,East,Office Supplies,Binders,Linda Cazzolari
2024-07-06,334.25,95.26,Central,Office Supplies,Binders,Brosina Hoffman
2023-02-01,382.33,-16.31,South,Furniture,Bookcases,Yoseph Carroll
2024-07-27,834.76,287.4,West,Technology,Machines,Lena Creighton
2024-10-28,187.4,-27.99,West,Furniture,Chairs,Arthur Prichep
2023-10-11,67.83,21.13,Central,Office Supplies,Fasteners,Linda Cazzolari
2023-07-06,37.44,-5.16,South,Furniture,Furnishings,John Lee
2024-05-12,128.81,33.98,West,Office Supplies,Appliances,Yoseph Carroll
2023-05-10,309.1,111.04,South,Technology,Copiers,Pete Kaisen
2024-09-30,18.22,2.37,Central,Office Supplies,Paper,Sandra Flanagan
2023-04-24,360.06,17.6,West,Furniture,Bookcases,Yoseph Carroll
2023-01-13,669.68,12.04,South,Furniture,Bookcases,Ken Black
2024-03-19,71.94,7.74,West,Office Supplies,Paper,Valerie Mitchum
2024-03-22,16.97,2.55,Central,Office Supplies,Appliances,Nick Crecia
2025-09-12,88.35,23.71,South,Office Supplies,Fasteners,Linda Cazzolari
2025-09-19,92.6,30.95,West,Technology,Accessories,Harold Ryan
2024-12-15,170.7,21.36,Central,Technology,Accessories,Yoseph Carroll
2023-03-15,61.84,16.96,West,Office Supplies,Envelopes,Arthur Prichep
2024-06-20,177.14,11.68,West,Office Supplies,Supplies,Harold Ryan
2023-04-11,1049.96,304.51,East,Technology,Phones,Valerie Mitchum
2023-06-25,45.67,8.72,East,Technology,Accessories,Pete Kaisen
2024-03-02,3683.29,1125.95,Central,Technology,Machines,Harold Ryan
2023-02-10,78.25,10.05,East,Office Supplies,Art,Zusha Benson
2024-03-04,215.96,96.05,Central,Technology,Machines,Irene Maddox
2023-12-10,303.92,-64.01,East,Furniture,Tables,Yoseph Carroll
2024-01-01,116.87,21.58,West,Technology,Machines,Bobby Osgood
2024-08-31,25.15,-0.97,Central,Furniture,Furnishings,Andrew Allen
2024-10-18,491.91,260.37,Central,Technology,Copiers,Alejandro Grove
2024-12-28,434.8,45.43,West,Furniture,Bookcases,Maria Etezadi
2023-08-17,575.62,204.77,Central,Technology,Phones,Linda Cazzolari
2025-04-04,168.96,54.98,Central,Office Supplies,Fasteners,Lena Creighton
2025-06-07,21.68,9.09,East,Technology,Accessories,Andrew Allen
2025-09-10,586.16,-10.24,Central,Furniture,Tables,Maria Etezadi
2025-04-15,156.35,17.1,South,Office Supplies,Fasteners,Georgia Nippi
2023-04-27,250.8,76.0,West,Office Supplies,Binders,Bobby Osgood
2025-03-28,1061.82,-72.72,East,Furniture,Bookcases,Maria Etezadi
2024-01-03,2137.46,-33.55,East,Furniture,Tables,Linda Cazzolari
2023-06-17,648.36,-26.89,South,Furniture,Tables,Emily Burns
2025-08-11,184.53,51.24,West,Office Supplies,Envelopes,Andrew Allen
2024-10-22,51.85,10.88,West,Office Supplies,Art,Zusha Benson
2024-11-25,1102.65,266.42,East,Office Supplies,Supplies,Valerie Mitchum
2025-07-13,33.92,11.4,Central,Office Supplies,Storage,Tracy Blumstein
2023-06-01,6.52,0.52,East,Office Supplies,Appliances,Yoseph Carroll
2024-08-08,57.97,-1.53,West,Furniture,Chairs,Maria Etezadi
2025-07-01,229.33,72.0,South,Technology,Accessories,Valerie Mitchum
2023-10-01,93.8,31.82,East,Office Supplies,Fasteners,Brosina Hoffman
2024-05-10,94.0,7.4,West,Office Supplies,Labels,Tracy Blumstein
2023-04-11,3669.21,1300.77,East,Technology,Copiers,Sandra Flanagan
2024-07-10,383.18,25.57,Central,Office Supplies,Binders,Arthur Prichep
2023-03-14,226.21,81.54,East,Technology,Copiers,Nick Crecia
2025-11-03,111.41,23.74,East,Furniture,Chairs,Valerie Mitchum
2023-06-06,2059.18,725.74,West,Technology,Machines,Claire Gute
2025-01-04,854.11,103.21,West,Furniture,Chairs,Eric Hoffmann
2023-05-12,122.0,25.23,West,Office Supplies,Labels,Stewart Rivera
2025-10-15,394.31,64.19,East,Furniture,Chairs,Albert Patina
2024-07-12,49.54,4.79,Central,Office Supplies,Storage,Sandra Flanagan
2023-04-17,247.02,41.4,South,Office Supplies,Appliances,Claire Gute
2023-09-22,155.0,30.54,South,Office Supplies,Appliances,Ryan Crowe
2023-06-04,200.31,27.77,West,Technology,Phones,Sandra Flanagan
2025-09-14,14.3,0.25,West,Furniture,Furnishings,Arthur Prichep
2025-09-23,1360.63,562.35,East,Technology,Copiers,Albert Patina
2023-09-04,148.35,9.0,South,Office Supplies,Storage,Stewart Rivera
2024-06-14,37.11,3.38,West,Office Supplies,Paper,Andrew Allen
2025-05-07,441.66,68.73,Central,Furniture,Bookcases,Harold Ryan
2024-06-21,174.73,9.68,Central,Office Supplies,Paper,Ryan Crowe
2024-12-29,116.91,26.15,West,Furniture,Furnishings,Nick Crecia
2023-06-03,194.93,14.8,West,Office Supplies,Appliances,Emily Burns
2023-04-02,432.55,164.25,South,Technology,Phones,Gary Hansen
2023-12-04,447.81,143.11,South,Office Supplies,Appliances,Albert Patina
2024-03-25,45.72,19.63,East,Technology,Phones,Arthur Prichep
2025-03-20,21.85,6.78,South,Office Supplies,Binders,Ryan Crowe
2025-02-25,33.61,4.58,Central,Office Supplies,Appliances,Arthur Prichep
2023-09-30,180.76,27.1,Central,Office Supplies,Paper,Zusha Benson
2024-08-10,160.6,40.04,West,Technology,Accessories,Tracy Blumstein
2023-06-26,980.07,-92.4,South,Furniture,Chairs,Georgia Nippi
2025-04-10,203.01,21.88,East,Technology,Accessories,Joel Eaton
2024-10-04,111.5,22.04,Central,Furniture,Furnishings,Pete Kaisen
2025-12-08,2261.45,664.74,Central,Technology,Phones,Brosina Hoffman
2024-07-20,51.41,11.96,East,Office Supplies,Appliances,Maria Etezadi
2024-10-27,273.64,89.78,East,Office Supplies,Appliances,Arthur Prichep
2025-05-17,135.7,15.75,Central,Furniture,Bookcases,Paul Prost
2025-12-05,161.93,20.46,Central,Furniture,Furnishings,Alejandro Grove
2023-10-29,380.88,62.76,East,Furniture,Bookcases,Eric Hoffmann
2025-05-17,155.67,13.22,Central,Office Supplies,Supplies,Emily Burns
2025-06-30,109.8,-0.65,West,Furniture,Chairs,Maria Etezadi
2024-02-12,92.77,31.58,West,Office Supplies,Art,Bobby Osgood
2025-04-01,128.64,28.19,East,Furniture,Furnishings,Sandra Flanagan
2024-07-14,288.61,90.98,South,Office Supplies,Paper,Eric Hoffmann
2024-04-08,92.95,17.25,East,Office Supplies,Paper,Yoseph Carroll
2023-05-24,381.53,152.62,East,Technology,Accessories,Brosina Hoffman
2024-03-17,92.07,5.94,South,Office Supplies,Binders,Arthur Prichep
2024-05-01,420.37,63.89,South,Technology,Machines,Irene Maddox
2025-05-09,243.66,42.44,South,Office Supplies,Supplies,Brosina Hoffman
2023-05-28,435.51,18.88,West,Furniture,Chairs,Maria Etezadi
2025-12-30,488.65,63.06,Central,Office Supplies,Appliances,Nick Crecia
2025-03-21,166.97,26.2,West,Office Supplies,Art,Albert Patina
2024-10-27,115.94,11.46,Central,Office Supplies,Fasteners,Linda Cazzolari
2023-03-31,8.58,1.69,West,Office Supplies,Storage,Gary Hansen
2023-07-18,165.11,27.66,Central,Furniture,Chairs,Brosina Hoffman
2024-06-21,384.09,185.24,West,Technology,Copiers,Ryan Crowe
2023-10-28,1383.12,-417.0,South,Furniture,Tables,Emily Burns
2024-12-24,40.03,10.83,East,Technology,Accessories,John Lee
2025-08-20,39.45,10.23,West,Office Supplies,Storage,Ryan Crowe
2023-03-09,76.16,4.72,Central,Furniture,Bookcases,Maria Etezadi
2024-04-03,25.14,4.21,South,Office Supplies,Labels,Gary Hansen
2024-02-02,60.88,14.4,West,Office Supplies,Labels,Pete Kaisen
2024-09-11,330.63,112.61,West,Office Supplies,Labels,Zusha Benson
2024-12-30,228.7,30.47,South,Technology,Accessories,Stewart Rivera
2024-07-09,204.35,34.13,West,Office Supplies,Fasteners,Bobby Osgood
2025-02-19,244.43,42.04,East,Office Supplies,Art,Ryan Crowe
2025-06-12,113.24,9.15,West,Furniture,Chairs,Zusha Benson
2024-09-01,332.64,31.82,East,Office Supplies,Appliances,Andrew Allen
2025-01-17,27.15,2.8,East,Office Supplies,Labels,Zusha Benson
2023-10-09,66.5,13.29,South,Technology,Accessories,Albert Patina
2024-10-22,863.0,69.16,West,Furniture,Tables,Zusha Benson
2025-07-12,52.69,7.57,South,Furniture,Bookcases,Albert Patina
2025-09-22,201.47,66.81,West,Technology,Accessories,Claire Gute
2025-01-15,311.74,5.5,West,Furniture,Tables,Alejandro Grove
2023-03-28,782.87,113.24,Central,Technology,Phones,Joel Eaton
2025-03-01,201.46,80.74,West,Technology,Phones,Pete Kaisen
2023-10-31,254.21,78.35,South,Technology,Machines,Paul Prost
2023-05-10,204.07,30.73,East,Office Supplies,Supplies,Brosina Hoffman
2024-08-18,270.76,4.64,West,Furniture,Tables,Maria Etezadi
2024-07-11,106.24,30.89,Central,Office Supplies,Storage,John Lee
2025-06-17,59.21,1.81,South,Furniture,Tables,Joel Eaton
2023-03-19,483.01,-50.13,West,Furniture,Bookcases,Bobby Osgood
2025-02-22,169.43,40.28,South,Furniture,Furnishings,Linda Cazzolari
2024-11-04,427.44,34.98,Central,Furniture,Tables,Bobby Osgood
2023-08-26,468.25,105.41,Central,Technology,Accessories,Alejandro Grove
2023-10-05,315.92,22.04,South,Office Supplies,Supplies,John Lee
2025-11-07,851.45,326.46,West,Technology,Copiers,Paul Prost
2024-06-07,192.58,66.99,East,Office Supplies,Appliances,Toby Swindell
2023-06-29,48.63,10.65,Central,Office Supplies,Storage,Claire Gute
2023-05-03,422.88,95.07,West,Technology,Phones,Bobby Osgood
2025-12-10,85.65,17.2,West,Technology,Phones,Harold Ryan
2025-12-30,28.32,3.6,East,Office Supplies,Storage,Toby Swindell
2024-04-24,2450.56,283.43,Central,Furniture,Bookcases,Gary Hansen
2025-11-08,576.82,142.35,Central,Technology,Machines,Maria Etezadi
2023-03-25,89.58,30.42,West,Office Supplies,Fasteners,Maria Etezadi
2024-07-18,269.51,131.19,West,Technology,Copiers,Tracy Blumstein
2024-09-10,143.92,41.39,East,Office Supplies,Appliances,Bobby Osgood
2023-12-23,12.63,1.74,East,Office Supplies,Binders,Gary Hansen
2025-03-26,42.38,5.41,Central,Technology,Phones,Tracy Blumstein
2024-10-08,64.24,17.39,South,Technology,Machines,Joel Eaton
2024-03-18,697.94,146.64,Central,Technology,Machines,John Lee
2025-12-28,142.67,-9.87,West,Furniture,Furnishings,Arthur Prichep
2024-06-06,80.86,35.05,Central,Technology,Machines,Joel Eaton
2023-05-23,196.6,36.02,South,Office Supplies,Storage,Maria Etezadi
2023-07-11,44.28,7.14,East,Technology,Accessories,Irene Maddox
2024-01-13,614.47,-43.34,South,Furniture,Chairs,Harold Ryan
2024-08-03,606.75,81.43,South,Office Supplies,Paper,Linda Cazzolari
2024-06-18,181.21,63.39,South,Office Supplies,Labels,Lena Creighton
2025-10-29,327.08,42.65,East,Office Supplies,Art,Albert Patina
2023-04-03,3236.17,-653.83,South,Furniture,Tables,Ryan Crowe
2024-06-12,105.05,26.03,South,Office Supplies,Appliances,Gary Hansen
2024-02-09,550.84,-17.86,South,Furniture,Bookcases,Zusha Benson
2025-04-19,888.45,-56.57,West,Furniture,Chairs,Andrew Allen
2025-06-07,157.04,24.42,South,Technology,Phones,Nick Crecia
2024-02-26,50.45,7.25,East,Office Supplies,Art,Stewart Rivera
2024-04-16,444.49,-47.84,South,Furniture,Furnishings,John Lee
2025-06-11,745.04,79.37,South,Technology,Phones,Valerie Mitchum
2024-06-30,65.87,11.32,East,Furniture,Chairs,Brosina Hoffman
2024-09-22,223.93,-21.24,South,Furniture,Chairs,Alejandro Grove
2025-11-03,243.78,68.94,East,Office Supplies,Supplies,Sandra Flanagan
2025-02-16,123.8,35.81,South,Office Supplies,Envelopes,Zusha Benson
2023-12-30,162.45,34.34,East,Office Supplies,Envelopes,Brosina Hoffman
2023-04-29,711.2,148.21,South,Technology,Phones,Sandra Flanagan
2024-06-29,256.62,-23.61,South,Furniture,Chairs,Stewart Rivera
2024-06-05,121.51,17.59,West,Furniture,Furnishings,Eric Hoffmann
2024-09-25,832.95,258.62,West,Technology,Machines,Joel Eaton
2025-08-20,1189.6,572.31,South,Technology,Copiers,Bobby Osgood
2025-08-15,154.09,8.11,South,Office Supplies,Labels,Linda Cazzolari
2025-06-01,71.89,30.53,Central,Technology,Accessories,Sandra Flanagan
2025-02-18,240.94,-29.75,East,Furniture,Chairs,Zusha Benson
2025-05-20,1784.77,407.61,Central,Technology,Phones,Lena Creighton
2024-05-30,161.62,38.94,West,Technology,Machines,Toby Swindell
2025-07-26,189.07,66.23,West,Technology,Copiers,Irene Maddox
2025-05-15,106.71,21.25,West,Office Supplies,Storage,Maria Etezadi
2023-04-16,276.85,76.37,West,Office Supplies,Envelopes,Georgia Nippi
2023-08-02,31.81,9.45,South,Office Supplies,Appliances,John Lee
2025-04-29,165.86,7.58,West,Furniture,Tables,Zusha Benson
2023-07-16,98.07,26.55,South,Technology,Machines,Irene Maddox
2023-01-19,188.62,19.29,South,Furniture,Furnishings,Arthur Prichep
2024-10-03,103.24,-12.2,West,Furniture,Bookcases,Nick Crecia
2025-11-01,78.82,15.48,West,Office Supplies,Appliances,Georgia Nippi
2023-11-26,569.88,217.1,East,Technology,Copiers,Harold Ryan
2025-05-15,634.01,-1.36,Central,Furniture,Chairs,Toby Swindell
2025-02-12,225.79,48.6,West,Technology,Phones,Irene Maddox
2024-01-27,78.79,1.53,East,Furniture,Chairs,Emily Burns
2024-09-28,116.45,25.79,East,Office Supplies,Labels,Nick Crecia
2023-11-03,499.36,105.44,Central,Furniture,Furnishings,Albert Patina
2025-06-13,145.35,1.13,South,Furniture,Furnishings,Pete Kaisen
2024-10-13,619.64,150.23,West,Furniture,Furnishings,Claire Gute
2025-04-20,280.93,43.15,Central,Furniture,Furnishings,Sandra Flanagan
2025-10-22,10.49,2.13,West,Office Supplies,Art,Valerie Mitchum
2024-06-03,166.12,40.4,East,Office Supplies,Supplies,Yoseph Carroll
2024-09-27,55.69,4.49,East,Office Supplies,Storage,Paul Prost
2025-01-09,128.02,38.84,South,Office Supplies,Supplies,Lena Creighton
2024-04-13,54.14,4.49,East,Furniture,Furnishings,Valerie Mitchum
2023-07-31,69.36,23.99,East,Office Supplies,Envelopes,Ryan Crowe
2025-10-28,2310.44,-146.96,Central,Furniture,Tables,Ryan Crowe
2025-03-14,221.09,114.26,West,Technology,Copiers,Ken Black
2024-04-21,315.85,91.57,West,Office Supplies,Fasteners,Maria Etezadi
2025-05-23,9.64,2.13,Central,Technology,Accessories,Georgia Nippi
2024-04-04,19.29,2.47,South,Office Supplies,Art,Nick Crecia
2023-09-10,294.32,6.53,West,Furniture,Furnishings,Sandra Flanagan
2025-01-21,154.36,29.36,East,Office Supplies,Art,Toby Swindell
2025-09-07,211.29,25.78,West,Office Supplies,Fasteners,Toby Swindell
2025-05-03,40.25,12.81,East,Office Supplies,Paper,Alejandro Grove
2023-08-24,120.53,25.64,South,Office Supplies,Labels,Valerie Mitchum
2024-04-22,205.47,70.59,Central,Office Supplies,Binders,Maria Etezadi
2024-11-09,838.49,429.31,West,Technology,Copiers,Paul Prost
2025-11-09,100.71,7.28,Central,Furniture,Furnishings,Emily Burns
2023-08-04,1135.66,490.0,West,Technology,Phones,Ken Black
2025-05-04,174.12,35.08,East,Office Supplies,Paper,Maria Etezadi
2023-05-15,608.24,124.59,Central,Furniture,Bookcases,John Lee
2025-06-23,201.27,31.69,West,Office Supplies,Envelopes,Arthur Prichep
2024-02-14,352.46,81.96,East,Technology,Phones,Gary Hansen
2023-03-27,45.25,11.15,Central,Technology,Phones,Pete Kaisen
2024-07-09,71.82,15.37,Central,Office Supplies,Appliances,Zusha Benson
2024-01-13,1424.99,418.55,West,Technology,Machines,Bobby Osgood
2025-12-10,249.53,68.31,West,Technology,Machines,Joel Eaton
2023-08-30,105.92,43.55,West,Technology,Copiers,Ryan Crowe
2025-07-08,64.2,21.07,East,Office Supplies,Supplies,Claire Gute
2023-09-23,42.35,9.6,West,Office Supplies,Art,Zusha Benson
2024-12-12,1268.97,16.62,Central,Furniture,Chairs,Alejandro Grove
2023-03-11,308.71,101.23,Central,Technology,Accessories,Sandra Flanagan
2023-02-26,398.48,62.64,West,Furniture,Chairs,Irene Maddox
2023-02-08,14.5,4.9,West,Office Supplies,Paper,Gary Hansen
2025-03-11,193.06,38.59,South,Office Supplies,Supplies,Claire Gute
2025-11-07,680.85,253.56,Central,Technology,Copiers,Claire Gute
2025-01-01,2116.41,538.14,East,Technology,Machines,Joel Eaton
2025-04-04,228.8,61.24,South,Technology,Phones,Eric Hoffmann
2025-01-25,66.51,21.22,West,Office Supplies,Supplies,Alejandro Grove
2023-12-18,114.79,19.34,West,Office Supplies,Fasteners,Eric Hoffmann
2023-10-10,586.38,254.29,Central,Technology,Accessories,John Lee
2023-04-20,1117.66,301.54,West,Technology,Machines,Gary Hansen
2025-10-13,898.76,489.6,East,Technology,Copiers,Linda Cazzolari
2024-06-27,46.3,2.43,Central,Office Supplies,Labels,Alejandro Grove
2023-01-25,824.08,436.57,West,Technology,Copiers,Harold Ryan
2025-04-22,213.11,70.18,Central,Office Supplies,Envelopes,Brosina Hoffman
2025-03-01,62.25,21.06,West,Office Supplies,Paper,Georgia Nippi
2025-01-07,326.33,-47.24,West,Furniture,Bookcases,Albert Patina
2023-02-26,214.62,82.49,West,Technology,Copiers,Sandra Flanagan
2023-06-29,49.9,16.41,East,Technology,Accessories,Paul Prost
2023-08-20,8.94,0.52,East,Office Supplies,Labels,Gary Hansen
2023-12-09,55.37,3.83,Central,Office Supplies,Supplies,Linda Cazzolari
2024-04-21,126.11,14.67,West,Office Supplies,Paper,Linda Cazzolari
2024-07-29,5.24,0.29,West,Furniture,Furnishings,Alejandro Grove
2024-03-30,317.13,145.62,East,Technology,Copiers,Maria Etezadi
2023-10-16,324.81,19.58,West,Office Supplies,Supplies,Georgia Nippi
2023-09-15,140.08,14.16,East,Office Supplies,Supplies,Linda Cazzolari
2024-06-13,409.78,112.65,West,Technology,Phones,Harold Ryan
2024-11-17,82.47,18.82,Central,Office Supplies,Envelopes,Linda Cazzolari
2025-07-17,174.27,16.47,West,Office Supplies,Envelopes,Albert Patina
2023-08-17,36.6,6.21,West,Office Supplies,Appliances,Tracy Blumstein
2024-08-18,261.18,83.92,South,Office Supplies,Appliances,Georgia Nippi
2024-03-10,23.61,8.26,East,Office Supplies,Art,Harold Ryan
2025-05-31,165.07,57.14,West,Office Supplies,Storage,Brosina Hoffman
2025-10-17,225.45,92.12,West,Technology,Phones,Tracy Blumstein
2024-02-06,346.32,2.72,South,Furniture,Bookcases,Tracy Blumstein
2024-09-13,124.7,31.92,South,Office Supplies,Paper,Gary Hansen
2023-03-29,709.11,174.3,East,Technology,Machines,Sandra Flanagan
2024-08-06,213.98,-12.45,South,Furniture,Tables,Toby Swindell
2023-11-05,320.18,-8.4,Central,Furniture,Bookcases,Gary Hansen
2025-06-24,1090.81,100.88,South,Furniture,Chairs,Alejandro Grove
2023-12-09,266.96,55.29,Central,Office Supplies,Labels,Toby Swindell
2024-03-11,14.28,0.82,East,Office Supplies,Paper,Nick Crecia
2023-06-26,195.49,73.65,East,Technology,Phones,Georgia Nippi
2023-05-19,2797.64,985.83,East,Technology,Copiers,Linda Cazzolari
2023-07-13,109.89,22.26,East,Technology,Accessories,John Lee
2025-07-31,167.76,8.69,East,Office Supplies,Appliances,Arthur Prichep
2024-06-08,370.59,60.35,Central,Office Supplies,Appliances,Brosina Hoffman
2025-12-01,315.48,38.52,Central,Technology,Accessories,Valerie Mitchum
2025-07-03,109.52,35.49,East,Office Supplies,Paper,Harold Ryan
2023-07-29,91.34,15.96,South,Office Supplies,Storage,Irene Maddox
2025-01-10,67.26,12.63,West,Office Supplies,Appliances,Alejandro Grove
2025-05-11,195.42,30.28,East,Office Supplies,Storage,Maria Etezadi
2025-08-11,402.14,128.53,South,Technology,Machines,Linda Cazzolari
2025-04-12,48.13,13.73,West,Office Supplies,Paper,Zusha Benson
2023-05-20,71.07,7.77,East,Furniture,Furnishings,Joel Eaton
2025-03-02,34.26,9.4,East,Office Supplies,Binders,Pete Kaisen
2024-06-29,183.18,58.95,Central,Office Supplies,Labels,Maria Etezadi
2025-10-13,148.66,45.95,West,Office Supplies,Appliances,Gary Hansen
2023-02-26,103.92,26.21,West,Office Supplies,Fasteners,Irene Maddox
2023-04-22,443.84,174.4,South,Technology,Copiers,Maria Etezadi
2023-01-05,1331.67,139.93,Central,Furniture,Chairs,Bobby Osgood
2025-11-02,9.43,1.9,Central,Office Supplies,Storage,Harold Ryan
2023-03-31,224.87,59.63,Central,Office Supplies,Envelopes,Harold Ryan
2024-09-07,534.73,209.36,Central,Technology,Phones,Nick Crecia
2025-06-09,148.77,53.55,West,Technology,Phones,Stewart Rivera
2024-11-28,472.47,187.24,West,Technology,Phones,Stewart Rivera
2025-06-16,438.61,30.33,East,Office Supplies,Fasteners,Andrew Allen
2025-08-28,40.79,2.43,East,Office Supplies,Storage,Linda Cazzolari
2024-10-29,395.88,75.41,Central,Technology,Phones,Joel Eaton
2024-08-16,266.81,56.1,Central,Furniture,Chairs,Tracy Blumstein
2024-08-11,49.84,14.81,Central,Office Supplies,Art,Tracy Blumstein
2024-04-29,261.05,66.52,East,Office Supplies,Envelopes,Georgia Nippi
2025-09-08,2367.4,-82.05,South,Furniture,Tables,Ken Black
2025-08-29,233.44,62.56,South,Office Supplies,Storage,Ryan Crowe
2024-09-30,146.25,33.2,East,Furniture,Bookcases,Zusha Benson
2025-09-23,127.68,49.96,East,Technology,Machines,Gary Hansen
2023-10-09,144.5,34.25,East,Office Supplies,Supplies,Yoseph Carroll
2025-09-12,13.82,3.45,East,Office Supplies,Appliances,Lena Creighton
2023-01-16,172.59,19.7,East,Office Supplies,Appliances,Gary Hansen
2025-07-24,118.39,29.27,East,Office Supplies,Labels,Ryan Crowe
2023-09-11,168.06,29.81,Central,Office Supplies,Binders,Brosina Hoffman
2023-11-25,1001.02,153.69,Central,Technology,Machines,Linda Cazzolari
2024-06-27,87.41,15.08,Central,Furniture,Furnishings,Brosina Hoffman
2025-02-21,262.84,118.82,Central,Technology,Copiers,Yoseph Carroll
2025-09-23,114.71,50.71,East,Technology,Phones,Bobby Osgood
2025-04-24,116.51,15.67,South,Office Supplies,Art,Andrew Allen
2024-01-01,163.28,31.71,West,Office Supplies,Fasteners,Brosina Hoffman
2024-10-16,1661.28,730.3,East,Technology,Copiers,Maria Etezadi
2025-01-29,223.62,-22.74,West,Furniture,Furnishings,Albert Patina
2024-09-30,545.07,96.93,South,Office Supplies,Fasteners,Ryan Crowe
2025-11-29,220.63,89.91,Central,Technology,Copiers,Sandra Flanagan
2025-07-12,16.06,1.58,South,Office Supplies,Storage,Arthur Prichep
2024-02-20,68.62,9.24,East,Office Supplies,Binders,Toby Swindell
2023-09-12,208.97,25.07,Central,Office Supplies,Labels,Toby Swindell
2024-12-10,682.63,339.14,East,Technology,Copiers,Linda Cazzolari
2024-07-30,689.15,-94.89,Central,Furniture,Bookcases,Ken Black
2025-06-18,124.55,29.3,West,Office Supplies,Binders,Lena Creighton
2023-01-11,403.44,112.24,West,Office Supplies,Appliances,Stewart Rivera
2023-01-26,2860.96,767.46,West,Technology,Machines,Claire Gute
2025-08-14,15.77,5.2,South,Office Supplies,Fasteners,Brosina Hoffman
2024-02-25,529.06,183.98,East,Technology,Machines,Andrew Allen
2024-05-10,146.12,40.09,South,Office Supplies,Paper,Georgia Nippi
